t,T,R
615,837,-7.5
622.5,836,-7.5
630,835,-7.5
637.5,834,-7.5
645,833,-7.5
652.5,832,-7.5
660,831,-7.5
667.5,830,-7.5
675,829,-7.5
682.5,828,-7.5
690,827,-7.5
697.5,826,-7.5
705,825,-7.5
712.5,824,-7.5
720,823,-8.035714286
728.5714286,822,-8.571428571
737.1428571,821,-8.571428571
745.7142857,820,-8.571428571
754.2857143,819,-8.571428571
762.8571429,818,-8.571428571
771.4285714,817,-8.571428571
780,816,-8.571428571
788.5714286,815,-8.571428571
797.1428571,814,-8.571428571
805.7142857,813,-8.571428571
814.2857143,812,-8.571428571
822.8571429,811,-8.571428571
831.4285714,810,-8.571428571
840,809,-8.571428571
848.5714286,808,-8.571428571
857.1428571,807,-8.571428571
865.7142857,806,-8.571428571
874.2857143,805,-8.571428571
882.8571429,804,-8.571428571
891.4285714,803,-8.571428571
900,802,-8.571428571
908.5714286,801,-8.571428571
917.1428571,800,-8.571428571
925.7142857,799,-8.571428571
934.2857143,798,-8.571428571
942.8571429,797,-8.571428571
951.4285714,796,-8.571428571
960,795,-8.901098901
969.2307692,794,-9.230769231
978.4615385,793,-9.230769231
987.6923077,792,-9.230769231
996.9230769,791,-9.230769231
1006.153846,790,-9.230769231
1015.384615,789,-9.230769231
1024.615385,788,-9.230769231
1033.846154,787,-9.230769231
1043.076923,786,-9.230769231
1052.307692,785,-9.230769231
1061.538462,784,-9.230769231
1070.769231,783,-9.230769231
1080,782,-9.615384615
1090,781,-10
1100,780,-10
1110,779,-10
1120,778,-10
1130,777,-10
1140,776,-10
1150,775,-10
1160,774,-10
1170,773,-10
1180,772,-10
1190,771,-10
1200,770,-10
1210,769,-10
1220,768,-10
1230,767,-10
1240,766,-10
1250,765,-10
1260,764,-10
1270,763,-10
1280,762,-10
1290,761,-10
1300,760,-10
1310,759,-10
1320,758,-10
1330,757,-10
1340,756,-10
1350,755,-10
1360,754,-10
1370,753,-10
1380,752,-10
1390,751,-10
1400,750,-10
1410,749,-10
1420,748,-10
1430,747,-10
1440,746,-10.45454545
1450.909091,745,-10.90909091
1461.818182,744,-10.90909091
1472.727273,743,-10.90909091
1483.636364,742,-10.90909091
1494.545455,741,-10.90909091
1505.454545,740,-10.90909091
1516.363636,739,-10.90909091
1527.272727,738,-10.90909091
1538.181818,737,-10.90909091
1549.090909,736,-10.90909091
1560,735,-11.45454545
1572,734,-12
1584,733,-12
1596,732,-12
1608,731,-12
1620,730,-12
1632,729,-12
1644,728,-12
1656,727,-12
1668,726,-12
1680,725,-12
1692,724,-12
1704,723,-12
1716,722,-12
1728,721,-12
1740,720,-12
1752,719,-12
1764,718,-12
1776,717,-12
1788,716,-12
1800,715,-12
1812,714,-12
1824,713,-12
1836,712,-12
1848,711,-12
1860,710,-12
1872,709,-12
1884,708,-12
1896,707,-12
1908,706,-12
1920,705,-12
1932,704,-12
1944,703,-12
1956,702,-12
1968,701,-12
1980,700,-12
1992,699,-12
2004,698,-12
2016,697,-12
2028,696,-12
2040,695,-12.66666667
2053.333333,694,-13.33333333
2066.666667,693,-13.33333333
2080,692,-13.33333333
2093.333333,691,-13.33333333
2106.666667,690,-13.33333333
2120,689,-13.33333333
2133.333333,688,-13.33333333
2146.666667,687,-13.33333333
2160,686,-13.33333333
2173.333333,685,-13.33333333
2186.666667,684,-13.33333333
2200,683,-13.33333333
2213.333333,682,-13.33333333
2226.666667,681,-13.33333333
2240,680,-13.33333333
2253.333333,679,-13.33333333
2266.666667,678,-13.33333333
2280,677,-14.16666667
2295,676,-15
2310,675,-15
2325,674,-15
2340,673,-15
2355,672,-15
2370,671,-15
2385,670,-15
2400,669,-15
2415,668,-15
2430,667,-15
2445,666,-15
2460,665,-15
2475,664,-15
2490,663,-15
2505,662,-15
2520,661,-15
2535,660,-15
2550,659,-15
2565,658,-15
2580,657,-15
2595,656,-15
2610,655,-15
2625,654,-15
2640,653,-15
2655,652,-15
2670,651,-15
2685,650,-15
2700,649,-15
2715,648,-15
2730,647,-15
2745,646,-15
2760,645,-15
2775,644,-15
2790,643,-15
2805,642,-15
2820,641,-15
2835,640,-15
2850,639,-15
2865,638,-15
2880,637,-16.07142857
2897.142857,636,-17.14285714
2914.285714,635,-17.14285714
2931.428571,634,-17.14285714
2948.571429,633,-17.14285714
2965.714286,632,-17.14285714
2982.857143,631,-17.14285714
3000,630,-17.14285714
3017.142857,629,-17.14285714
3034.285714,628,-17.14285714
3051.428571,627,-17.14285714
3068.571429,626,-17.14285714
3085.714286,625,-17.14285714
3102.857143,624,-17.14285714
3120,623,-17.14285714
3137.142857,622,-17.14285714
3154.285714,621,-17.14285714
3171.428571,620,-17.14285714
3188.571429,619,-17.14285714
3205.714286,618,-17.14285714
3222.857143,617,-17.14285714
3240,616,-17.14285714
3257.142857,615,-17.14285714
3274.285714,614,-17.14285714
3291.428571,613,-17.14285714
3308.571429,612,-17.14285714
3325.714286,611,-17.14285714
3342.857143,610,-17.14285714
3360,609,-17.14285714
3377.142857,608,-17.14285714
3394.285714,607,-17.14285714
3411.428571,606,-17.14285714
3428.571429,605,-17.14285714
3445.714286,604,-17.14285714
3462.857143,603,-17.14285714
3480,602,-18.57142857
3500,601,-20
3520,600,-20
3540,599,-20
3560,598,-20
3580,597,-20
3600,596,-20
3620,595,-20
3640,594,-20
3660,593,-20
3680,592,-20
3700,591,-20
3720,590,-18.57142857
3737.142857,589,-17.14285714
3754.285714,588,-17.14285714
3771.428571,587,-17.14285714
3788.571429,586,-17.14285714
3805.714286,585,-17.14285714
3822.857143,584,-17.14285714
3840,583,-18.57142857
3860,582,-20
3880,581,-20
3900,580,-20
3920,579,-20
3940,578,-20
3960,577,-22
3984,576,-24
4008,575,-24
4032,574,-24
4056,573,-24
4080,572,-22
4100,571,-20
4120,570,-20
4140,569,-20
4160,568,-20
4180,567,-20
4200,566,-20
4220,565,-20
4240,564,-20
4260,563,-20
4280,562,-20
4300,561,-20
4320,560,-22
4344,559,-24
4368,558,-24
4392,557,-24
4416,556,-24
4440,555,-24
4464,554,-24
4488,553,-24
4512,552,-24
4536,551,-24
4560,550,-24
4584,549,-24
4608,548,-24
4632,547,-24
4656,546,-24
4680,545,-24
4704,544,-24
4728,543,-24
4752,542,-24
4776,541,-24
4800,540,-24
4824,539,-24
4848,538,-24
4872,537,-24
4896,536,-24
4920,535,-24
4944,534,-24
4968,533,-24
4992,532,-24
5016,531,-24
5040,530,-24
