T,R1,R2,k1,k2
550.0,-0.0499999999999989,-3.0,-54.723511897453065,765.6249999999999
551.0,-0.0500000000000007,-3.0,-54.723511897453065,765.6249999999999
552.0,-0.0500000000000007,-3.0,-54.723511897453065,765.6249999999999
553.0,-0.0500000000000007,-3.0,-54.723511897453065,765.6249999999999
554.0,-0.0462121212121218,-3.0,-54.723511897453065,765.6249999999999
555.0,-0.041666666666666,-3.0000000000001137,-54.723511897452596,765.6249999999999
556.0,-0.041666666666666,-3.0,-54.723511897453065,765.6249999999999
557.0,-0.0416666666666678,-3.0,-54.723511897453065,765.6249999999999
558.0,-0.041666666666666,-3.0,-54.723511897453065,765.6249999999999
559.0,-0.04621212121212,-3.0,-54.723511897453065,765.6249999999999
560.0,-0.0499999999999989,-3.0,-54.723511897453065,765.6249999999999
561.0,-0.0500000000000007,-3.0,-54.723511897453065,765.6249999999999
562.0,-0.0500000000000007,-3.0000000000001137,-54.723511897452596,765.6249999999999
563.0,-0.0500000000000007,-3.0,-54.723511897453065,765.6249999999999
564.0,-0.0499999999999989,-3.0,-54.723511897453065,765.6249999999999
565.0,-0.0499999999999989,-2.7727272727273657,-55.77104905997973,765.625
566.0,-0.0500000000000007,-2.5000000000001137,-57.46536046387937,765.625
567.0,-0.0500000000000007,-2.5,-57.46536046388023,765.625
568.0,-0.0500000000000007,-2.4999999999998863,-57.465360463881055,765.625
569.0,-0.0499999999999989,-2.5000000000001137,-57.46536046387937,765.625
570.0,-0.0499999999999989,-3.083333333333485,-54.40024224606855,765.625
571.0,-0.0500000000000007,-3.5000000000001137,-53.13389202952514,765.625
572.0,-0.0500000000000007,-3.4999999999998863,-53.13389202952573,765.625
573.0,-0.0500000000000007,-3.500000000000228,-53.13389202952492,765.625
574.0,-0.0499999999999989,-3.4999999999998863,-53.13389202952573,765.625
575.0,-0.0499999999999989,-3.500000000000228,-53.13389202952492,765.625
576.0,-0.0500000000000007,-3.4999999999998863,-53.13389202952573,765.625
577.0,-0.0544871794871788,-3.083333333333144,-54.400242246069794,765.625
578.0,-0.05833333333333,-2.5,-57.46536046388023,765.625
579.0,-0.0583333333333335,-2.5,-57.46536046388023,765.625
580.0,-0.05833333333333,-2.5000000000001137,-57.46536046387937,765.625
581.0,-0.0583333333333371,-2.5,-57.46536046388023,765.625
582.0,-0.0583333333333335,-3.083333333333485,-54.40024224606855,765.625
583.0,-0.0583333333333335,-3.5000000000001137,-53.13389202952514,765.625
584.0,-0.0544871794871824,-3.4999999999998863,-53.13389202952573,765.625
585.0,-0.0499999999999989,-3.5000000000001137,-53.13389202952514,765.625
586.0,-0.0500000000000007,-3.4999999999997726,-53.133892029526024,765.625
587.0,-0.0500000000000007,-3.500000000000228,-53.13389202952492,765.625
588.0,-0.0500000000000007,-3.5,-53.133892029525434,765.625
589.0,-0.0499999999999989,-2.954545454545155,-54.91236509509876,765.6249999999999
590.0,-0.0499999999999989,-2.0,-62.877119623427824,765.625
591.0,-0.0500000000000007,-2.0,-62.877119623427824,765.625
592.0,-0.0500000000000007,-2.0,-62.877119623427824,765.625
593.0,-0.0500000000000007,-2.599999999999909,-56.77586557823624,765.625
594.0,-0.0499999999999989,-3.0,-54.723511897453065,765.6249999999999
595.0,-0.0499999999999989,-3.0,-54.723511897453065,765.6249999999999
596.0,-0.0544871794871753,-3.0,-54.723511897453065,765.6249999999999
597.0,-0.0583333333333335,-3.0000000000001137,-54.723511897452596,765.6249999999999
598.0,-0.0583333333333335,-3.0,-54.723511897453065,765.6249999999999
599.0,-0.05833333333333,-3.0,-54.723511897453065,765.6249999999999
600.0,-0.0583333333333371,-3.0,-54.723511897453065,765.6249999999999
601.0,-0.0583333333333335,-3.0,-54.723511897453065,765.6249999999999
602.0,-0.0583333333333335,-3.0,-54.723511897453065,765.6249999999999
603.0,-0.05833333333333,-3.0,-54.723511897453065,765.6249999999999
604.0,-0.0583333333333335,-3.0000000000001137,-54.723511897452596,765.6249999999999
605.0,-0.0583333333333371,-2.7727272727273657,-55.77104905997973,765.625
606.0,-0.05833333333333,-2.5000000000001137,-57.46536046387937,765.625
607.0,-0.0583333333333371,-2.5,-57.46536046388023,765.625
608.0,-0.05833333333333,-2.5,-57.46536046388023,765.625
609.0,-0.0583333333333335,-2.5000000000001137,-57.46536046387937,765.625
610.0,-0.0627777777777787,-2.2777777777778283,-59.378057441778424,765.625
611.0,-0.0666666666666664,-2.0,-62.877119623427824,765.625
612.0,-0.0666666666666664,-2.0,-62.877119623427824,765.625
613.0,-0.0666666666666664,-2.0,-62.877119623427824,765.625
614.0,-0.0666666666666664,-2.2777777777777146,-59.3780574417796,765.625
615.0,-0.0666666666666664,-2.5000000000001137,-57.46536046387937,765.625
616.0,-0.0666666666666664,-2.5,-57.46536046388023,765.625
617.0,-0.0666666666666699,-2.5000000000001137,-57.46536046387937,765.625
618.0,-0.0666666666666664,-2.5,-57.46536046388023,765.625
619.0,-0.0666666666666664,-2.125000000000057,-61.10756223913526,765.625
620.0,-0.0666666666666664,-1.5,-76.37281314843207,765.625
621.0,-0.0666666666666664,-1.5,-76.37281314843207,765.625
622.0,-0.0666666666666664,-1.7857142857142208,-67.0060115207518,765.625
623.0,-0.0666666666666664,-2.0,-62.877119623427824,765.625
624.0,-0.0666666666666664,-2.0,-62.877119623427824,765.625
625.0,-0.0666666666666664,-2.0,-62.877119623427824,765.625
626.0,-0.0627777777777751,-1.7000000000000028,-69.2139962971865,765.625
627.0,-0.0583333333333335,-0.8333333333333144,-206.68219828856343,765.625
628.0,-0.0583333333333371,-1.0,-133.11086328735402,765.6250000000002
629.0,-0.05833333333333,-1.0,-133.11086328735402,765.6250000000002
630.0,-0.0583333333333371,-1.0,-133.11086328735402,765.6250000000002
631.0,-0.0583333333333335,-0.8333333333333286,-206.68219828855317,765.625
632.0,-0.0583333333333335,-1.2499999999998863,-92.86829805847506,765.6249999999999
633.0,-0.0583333333333335,-1.5,-76.37281314843207,765.625
634.0,-0.0583333333333335,-1.5,-76.37281314843207,765.625
635.0,-0.0583333333333371,-1.250000000000128,-92.86829805845211,765.625
636.0,-0.05833333333333,-2.166666666666515,-60.59425526870734,765.625
637.0,-0.0583333333333335,-2.5,-57.46536046388023,765.625
638.0,-0.05833333333333,-2.5,-57.46536046388023,765.625
639.0,-0.0583333333333335,-2.5,-57.46536046388023,765.625
640.0,-0.0627777777777787,-2.5,-57.46536046388023,765.625
641.0,-0.0666666666666664,-2.2777777777778283,-59.378057441778424,765.625
642.0,-0.0666666666666664,-2.0,-62.877119623427824,765.625
643.0,-0.0666666666666664,-2.0,-62.877119623427824,765.625
644.0,-0.0666666666666664,-2.0,-62.877119623427824,765.625
