T,R1,R2,k1,k2
550.0,-0.0499999999999989,-2.5,-122.6318860186441,765.6249999999999
551.0,-0.0500000000000007,-2.5,-122.6318860186441,765.6249999999999
552.0,-0.0500000000000007,-2.5,-122.6318860186441,765.6249999999999
553.0,-0.0500000000000007,-2.5,-122.6318860186441,765.6249999999999
554.0,-0.0462121212121218,-2.5,-122.6318860186441,765.6249999999999
555.0,-0.041666666666666,-2.5,-122.6318860186441,765.6249999999999
556.0,-0.041666666666666,-2.5,-122.6318860186441,765.6249999999999
557.0,-0.0416666666666678,-2.772727272727252,-119.01620169532491,765.6249999999999
558.0,-0.041666666666666,-3.0,-116.78074268352475,765.625
559.0,-0.04621212121212,-2.9999999999998863,-116.78074268352579,765.625
560.0,-0.0499999999999989,-3.0,-116.78074268352475,765.625
561.0,-0.0500000000000007,-3.0,-116.78074268352475,765.625
562.0,-0.0500000000000007,-3.0,-116.78074268352475,765.625
563.0,-0.0500000000000007,-3.0000000000001137,-116.7807426835238,765.625
564.0,-0.0499999999999989,-2.9999999999998863,-116.78074268352579,765.625
565.0,-0.0499999999999989,-2.9999999999998863,-116.78074268352579,765.625
566.0,-0.0500000000000007,-3.0,-116.78074268352475,765.625
567.0,-0.0500000000000007,-3.0,-116.78074268352475,765.625
568.0,-0.0500000000000007,-3.0,-116.78074268352475,765.625
569.0,-0.0499999999999989,-2.599999999999966,-121.16049425247017,765.625
570.0,-0.0499999999999989,-2.0,-134.18065604386894,765.625
571.0,-0.0500000000000007,-2.0,-134.18065604386894,765.625
572.0,-0.0500000000000007,-2.0,-134.18065604386894,765.625
573.0,-0.0500000000000007,-2.2777777777777146,-126.71360822291696,765.625
574.0,-0.0499999999999989,-2.5,-122.6318860186441,765.6249999999999
575.0,-0.0499999999999989,-2.5,-122.6318860186441,765.6249999999999
576.0,-0.0500000000000007,-2.5,-122.6318860186441,765.6249999999999
577.0,-0.0544871794871788,-2.5,-122.6318860186441,765.6249999999999
578.0,-0.05833333333333,-2.7727272727271384,-119.01620169532626,765.625
579.0,-0.0583333333333335,-2.9999999999998863,-116.78074268352579,765.625
580.0,-0.05833333333333,-3.0,-116.78074268352475,765.625
581.0,-0.0583333333333371,-3.0,-116.78074268352475,765.625
582.0,-0.0583333333333335,-3.0,-116.78074268352475,765.625
583.0,-0.0583333333333335,-3.0,-116.78074268352475,765.625
584.0,-0.0544871794871824,-3.0000000000001137,-116.7807426835238,765.625
585.0,-0.0499999999999989,-2.9999999999998863,-116.78074268352579,765.625
586.0,-0.0500000000000007,-3.0,-116.78074268352475,765.625
587.0,-0.0500000000000007,-3.0,-116.78074268352475,765.625
588.0,-0.0500000000000007,-2.9999999999998863,-116.78074268352579,765.625
589.0,-0.0499999999999989,-3.0,-116.78074268352475,765.625
590.0,-0.0499999999999989,-2.7727272727273657,-119.01620169532367,765.625
591.0,-0.0500000000000007,-2.4999999999998863,-122.63188601864589,765.625
592.0,-0.0500000000000007,-2.5000000000001137,-122.63188601864235,765.6249999999999
593.0,-0.0500000000000007,-2.5,-122.6318860186441,765.6249999999999
594.0,-0.0499999999999989,-2.5,-122.6318860186441,765.6249999999999
595.0,-0.0499999999999989,-2.5,-122.6318860186441,765.6249999999999
596.0,-0.0544871794871753,-2.5,-122.6318860186441,765.6249999999999
597.0,-0.0583333333333335,-2.5,-122.6318860186441,765.6249999999999
598.0,-0.0583333333333335,-2.5,-122.6318860186441,765.6249999999999
599.0,-0.05833333333333,-2.5,-122.6318860186441,765.6249999999999
600.0,-0.0583333333333371,-2.5,-122.6318860186441,765.6249999999999
601.0,-0.0583333333333335,-2.5,-122.6318860186441,765.6249999999999
602.0,-0.0583333333333335,-2.5,-122.6318860186441,765.6249999999999
603.0,-0.05833333333333,-2.5000000000001137,-122.63188601864235,765.6249999999999
604.0,-0.0583333333333335,-2.5,-122.6318860186441,765.6249999999999
605.0,-0.0583333333333371,-2.772727272727252,-119.01620169532491,765.6249999999999
606.0,-0.05833333333333,-3.0,-116.78074268352475,765.625
607.0,-0.0583333333333371,-3.0,-116.78074268352475,765.625
608.0,-0.05833333333333,-3.0,-116.78074268352475,765.625
609.0,-0.0583333333333335,-3.0,-116.78074268352475,765.625
610.0,-0.0627777777777787,-3.0,-116.78074268352475,765.625
611.0,-0.0666666666666664,-2.500000000000057,-122.6318860186432,765.6249999999999
612.0,-0.0666666666666664,-1.5,-162.98065549990866,765.625
613.0,-0.0666666666666664,-1.5,-162.98065549990866,765.625
614.0,-0.0666666666666664,-1.7857142857143344,-142.99176932060314,765.625
615.0,-0.0666666666666664,-2.0,-134.18065604386894,765.625
616.0,-0.0666666666666664,-2.0,-134.18065604386894,765.625
