T,R1,R2,k1,k2
550.0,-0.0499999999999989,-0.05833333333333,204.90875325560634,353.45949249883506
551.0,-0.0500000000000007,-0.0583333333333371,204.90875325560634,353.45949249883506
552.0,-0.0500000000000007,-0.0583333333333335,204.90875325560634,353.45949249883506
553.0,-0.0500000000000007,-0.0583333333333335,204.90875325560634,353.45949249883506
554.0,-0.0462121212121218,-0.0583333333333335,204.90875325560634,353.45949249883506
555.0,-0.041666666666666,-0.05833333333333,204.90875325560634,353.45949249883506
556.0,-0.041666666666666,-0.0583333333333335,204.90875325560634,353.45949249883506
557.0,-0.0416666666666678,-0.05833333333333,204.90875325560634,353.45949249883506
558.0,-0.041666666666666,-0.0583333333333335,204.90875325560634,353.45949249883506
559.0,-0.04621212121212,-0.0583333333333335,204.90875325560634,353.45949249883506
560.0,-0.0499999999999989,-0.0583333333333371,204.90875325560634,353.45949249883506
561.0,-0.0500000000000007,-0.0627777777777751,204.90875325560634,353.45949249883506
562.0,-0.0500000000000007,-0.0666666666666664,204.90875325560634,353.45949249883506
563.0,-0.0500000000000007,-0.0666666666666664,204.90875325560634,353.45949249883506
564.0,-0.0499999999999989,-0.0666666666666664,204.90875325560634,353.45949249883506
565.0,-0.0499999999999989,-0.0666666666666664,204.90875325560634,353.45949249883506
566.0,-0.0500000000000007,-0.0666666666666664,204.90875325560634,353.45949249883506
567.0,-0.0500000000000007,-0.0666666666666664,204.90875325560634,353.45949249883506
568.0,-0.0500000000000007,-0.0666666666666664,204.90875325560634,353.45949249883506
569.0,-0.0499999999999989,-0.0627777777777769,204.90875325560634,353.45949249883506
570.0,-0.0499999999999989,-0.0583333333333335,204.90875325560634,353.45949249883506
571.0,-0.0500000000000007,-0.0583333333333371,204.90875325560634,353.45949249883506
572.0,-0.0500000000000007,-0.05833333333333,204.90875325560634,353.45949249883506
573.0,-0.0500000000000007,-0.0583333333333335,204.90875325560634,353.45949249883506
574.0,-0.0499999999999989,-0.0583333333333335,204.90875325560634,353.45949249883506
575.0,-0.0499999999999989,-0.0583333333333335,204.90875325560634,353.45949249883506
576.0,-0.0500000000000007,-0.05833333333333,204.90875325560634,353.45949249883506
577.0,-0.0544871794871788,-0.0583333333333335,204.90875325560634,353.45949249883506
578.0,-0.05833333333333,-0.0583333333333371,204.90875325560634,353.45949249883506
579.0,-0.0583333333333335,-0.05833333333333,204.90875325560634,353.45949249883506
580.0,-0.05833333333333,-0.0583333333333371,204.90875325560634,353.45949249883506
581.0,-0.0583333333333371,-0.0583333333333335,204.90875325560634,353.45949249883506
582.0,-0.0583333333333335,-0.0583333333333335,204.90875325560634,353.45949249883506
583.0,-0.0583333333333335,-0.0627777777777787,204.90875325560634,353.45949249883506
584.0,-0.0544871794871824,-0.0666666666666664,204.90875325560634,353.45949249883506
585.0,-0.0499999999999989,-0.0666666666666664,204.90875325560634,353.45949249883506
586.0,-0.0500000000000007,-0.0666666666666664,204.90875325560634,353.45949249883506
587.0,-0.0500000000000007,-0.0666666666666699,204.90875325560634,353.45949249883506
588.0,-0.0500000000000007,-0.0666666666666664,204.90875325560634,353.45949249883506
589.0,-0.0499999999999989,-0.0666666666666664,204.90875325560634,353.45949249883506
590.0,-0.0499999999999989,-0.0666666666666664,204.90875325560634,353.45949249883506
591.0,-0.0500000000000007,-0.0710784313725518,204.90875325560634,353.45949249883506
592.0,-0.0500000000000007,-0.0750000000000028,204.90875325560634,353.45949249883506
593.0,-0.0500000000000007,-0.0750000000000028,204.90875325560634,353.45949249883506
594.0,-0.0499999999999989,-0.0750000000000028,204.90875325560634,353.45949249883506
595.0,-0.0499999999999989,-0.0749999999999992,204.90875325560634,353.45949249883506
596.0,-0.0544871794871753,-0.0749999999999992,204.90875325560634,353.45949249883506
597.0,-0.0583333333333335,-0.0750000000000028,204.90875325560634,353.45949249883506
598.0,-0.0583333333333335,-0.0749999999999992,204.90875325560634,353.45949249883506
599.0,-0.05833333333333,-0.0749999999999957,204.90875325560634,353.45949249883506
600.0,-0.0583333333333371,-0.0710784313725483,204.90875325560634,353.45949249883506
601.0,-0.0583333333333335,-0.0666666666666664,204.90875325560634,353.45949249883506
602.0,-0.0583333333333335,-0.0666666666666699,204.90875325560634,353.45949249883506
603.0,-0.05833333333333,-0.0666666666666664,204.90875325560634,353.45949249883506
604.0,-0.0583333333333335,-0.0666666666666664,204.90875325560634,353.45949249883506
605.0,-0.0583333333333371,-0.0666666666666664,204.90875325560634,353.45949249883506
606.0,-0.05833333333333,-0.0666666666666664,204.90875325560634,353.45949249883506
607.0,-0.0583333333333371,-0.0666666666666664,204.90875325560634,353.45949249883506
608.0,-0.05833333333333,-0.0710784313725518,204.90875325560634,353.45949249883506
609.0,-0.0583333333333335,-0.0749999999999992,204.90875325560634,353.45949249883506
610.0,-0.0627777777777787,-0.0749999999999957,204.90875325560634,353.45949249883506
611.0,-0.0666666666666664,-0.0749999999999992,204.90875325560634,353.45949249883506
612.0,-0.0666666666666664,-0.0749999999999992,204.90875325560634,353.45949249883506
613.0,-0.0666666666666664,-0.0749999999999957,204.90875325560634,353.45949249883506
614.0,-0.0666666666666664,-0.0749999999999992,204.90875325560634,353.45949249883506
615.0,-0.0666666666666664,-0.0750000000000028,204.90875325560634,353.45949249883506
616.0,-0.0666666666666664,-0.0749999999999992,204.90875325560634,353.45949249883506
617.0,-0.0666666666666699,-0.0749999999999992,204.90875325560634,353.45949249883506
618.0,-0.0666666666666664,-0.0749999999999992,204.90875325560634,353.45949249883506
619.0,-0.0666666666666664,-0.0749999999999992,204.90875325560634,353.45949249883506
620.0,-0.0666666666666664,-0.0749999999999992,204.90875325560634,353.45949249883506
621.0,-0.0666666666666664,-0.0750000000000028,204.90875325560634,353.45949249883506
622.0,-0.0666666666666664,-0.0749999999999957,204.90875325560634,353.45949249883506
623.0,-0.0666666666666664,-0.0749999999999992,204.90875325560634,353.45949249883506
624.0,-0.0666666666666664,-0.0750000000000028,204.90875325560634,353.45949249883506
625.0,-0.0666666666666664,-0.0749999999999992,204.90875325560634,353.45949249883506
626.0,-0.0627777777777751,-0.0793859649122836,204.90875325560634,353.45949249883506
627.0,-0.0583333333333335,-0.0833333333333321,204.90875325560634,353.45949249883506
628.0,-0.0583333333333371,-0.0833333333333321,204.90875325560634,353.45949249883506
629.0,-0.05833333333333,-0.0833333333333357,204.90875325560634,353.45949249883506
630.0,-0.0583333333333371,-0.0833333333333321,204.90875325560634,353.45949249883506
631.0,-0.0583333333333335,-0.0833333333333321,204.90875325560634,353.45949249883506
632.0,-0.0583333333333335,-0.0833333333333357,204.90875325560634,353.45949249883506
633.0,-0.0583333333333335,-0.0833333333333321,204.90875325560634,353.45949249883506
634.0,-0.0583333333333335,-0.0833333333333321,204.90875325560634,353.45949249883506
635.0,-0.0583333333333371,-0.0833333333333357,204.90875325560634,353.45949249883506
636.0,-0.05833333333333,-0.0833333333333321,204.90875325560634,353.45949249883506
637.0,-0.0583333333333335,-0.0833333333333321,204.90875325560634,353.45949249883506
638.0,-0.05833333333333,-0.0833333333333357,204.90875325560634,353.45949249883506
639.0,-0.0583333333333335,-0.0833333333333321,204.90875325560634,353.45949249883506
640.0,-0.0627777777777787,-0.0833333333333321,204.90875325560634,353.45949249883506
641.0,-0.0666666666666664,-0.0833333333333357,204.90875325560634,353.45949249883506
642.0,-0.0666666666666664,-0.0833333333333321,204.90875325560634,353.45949249883506
643.0,-0.0666666666666664,-0.0833333333333321,204.90875325560634,353.45949249883506
644.0,-0.0666666666666664,-0.0833333333333357,204.90875325560634,353.45949249883506
645.0,-0.0666666666666664,-0.0833333333333321,204.90875325560634,353.45949249883506
646.0,-0.0666666666666664,-0.0876984126984083,204.90875325560634,353.45949249883506
647.0,-0.0666666666666699,-0.0916666666666685,204.90875325560634,353.45949249883506
648.0,-0.0666666666666664,-0.091666666666665,204.90875325560634,353.45949249883506
649.0,-0.0666666666666664,-0.0916666666666685,204.90875325560634,353.45949249883506
650.0,-0.0666666666666664,-0.091666666666665,204.90875325560634,353.45949249883506
651.0,-0.0666666666666664,-0.091666666666665,204.90875325560634,353.45949249883506
652.0,-0.0666666666666664,-0.0916666666666721,204.90875325560634,353.45949249883506
653.0,-0.0666666666666664,-0.091666666666665,204.90875325560634,353.45949249883506
654.0,-0.0666666666666664,-0.091666666666665,204.90875325560634,353.45949249883506
655.0,-0.0666666666666664,-0.0916666666666721,204.90875325560634,353.45949249883506
656.0,-0.0666666666666664,-0.091666666666665,204.90875325560634,353.45949249883506
657.0,-0.0666666666666664,-0.0916666666666685,204.90875325560634,353.45949249883506
658.0,-0.0666666666666664,-0.0916666666666685,204.90875325560634,353.45949249883506
659.0,-0.0666666666666664,-0.0916666666666614,204.90875325560634,353.45949249883506
660.0,-0.0666666666666664,-0.0916666666666685,204.90875325560634,353.45949249883506
661.0,-0.0666666666666664,-0.0916666666666721,204.90875325560634,353.45949249883506
662.0,-0.0666666666666699,-0.0916666666666614,204.90875325560634,353.45949249883506
663.0,-0.0666666666666664,-0.0916666666666685,204.90875325560634,353.45949249883506
