T,R1,R2,k1,k2
550.0,-0.0499999999999989,-0.0333333333333332,1256.2548078038992,572.4253905278553
551.0,-0.0500000000000007,-0.0333333333333332,1256.2548078038992,572.4253905278553
552.0,-0.0500000000000007,-0.0333333333333332,1256.2548078038992,572.4253905278553
553.0,-0.0500000000000007,-0.0555555555555571,1256.2548078038992,572.4253905278553
554.0,-0.0462121212121218,-0.0666666666666664,1256.2548078038992,572.4253905278553
555.0,-0.041666666666666,-0.0666666666666664,1256.2548078038992,572.4253905278553
556.0,-0.041666666666666,-0.0666666666666664,1256.2548078038992,572.4253905278553
557.0,-0.0416666666666678,-0.0666666666666699,1256.2548078038992,572.4253905278553
558.0,-0.041666666666666,-0.0666666666666664,1256.2548078038992,572.4253905278553
559.0,-0.04621212121212,-0.0666666666666664,1256.2548078038992,572.4253905278553
560.0,-0.0499999999999989,-0.0666666666666664,1256.2548078038992,572.4253905278553
561.0,-0.0500000000000007,-0.0595238095238066,1256.2548078038992,572.4253905278553
562.0,-0.0500000000000007,-0.0500000000000007,1256.2548078038992,572.4253905278553
563.0,-0.0500000000000007,-0.0500000000000007,1256.2548078038992,572.4253905278553
564.0,-0.0499999999999989,-0.0499999999999989,1256.2548078038992,572.4253905278553
565.0,-0.0499999999999989,-0.0499999999999989,1256.2548078038992,572.4253905278553
566.0,-0.0500000000000007,-0.0500000000000007,1256.2548078038992,572.4253905278553
567.0,-0.0500000000000007,-0.0500000000000007,1256.2548078038992,572.4253905278553
568.0,-0.0500000000000007,-0.0500000000000007,1256.2548078038992,572.4253905278553
569.0,-0.0499999999999989,-0.0499999999999989,1256.2548078038992,572.4253905278553
570.0,-0.0499999999999989,-0.0499999999999989,1256.2548078038992,572.4253905278553
571.0,-0.0500000000000007,-0.0500000000000007,1256.2548078038992,572.4253905278553
572.0,-0.0500000000000007,-0.0500000000000007,1256.2548078038992,572.4253905278553
573.0,-0.0500000000000007,-0.0544871794871717,1256.2548078038992,572.4253905278553
574.0,-0.0499999999999989,-0.0583333333333335,1256.2548078038992,572.4253905278553
575.0,-0.0499999999999989,-0.0583333333333335,1256.2548078038992,572.4253905278553
576.0,-0.0500000000000007,-0.05833333333333,1256.2548078038992,572.4253905278553
577.0,-0.0544871794871788,-0.0583333333333371,1256.2548078038992,572.4253905278553
578.0,-0.05833333333333,-0.05833333333333,1256.2548078038992,572.4253905278553
579.0,-0.0583333333333335,-0.0583333333333335,1256.2548078038992,572.4253905278553
580.0,-0.05833333333333,-0.0544871794871824,1256.2548078038992,572.4253905278553
581.0,-0.0583333333333371,-0.0500000000000007,1256.2548078038992,572.4253905278553
582.0,-0.0583333333333335,-0.0500000000000007,1256.2548078038992,572.4253905278553
583.0,-0.0583333333333335,-0.0500000000000007,1256.2548078038992,572.4253905278553
584.0,-0.0544871794871824,-0.0499999999999989,1256.2548078038992,572.4253905278553
585.0,-0.0499999999999989,-0.0499999999999989,1256.2548078038992,572.4253905278553
