T,R1,R2,k1,k2
550.0,-1.6666666666666572,-0.0499999999999989,175.89639409307748,765.6249999999999
551.0,-1.0,-0.0500000000000007,333.58414813620846,765.625
552.0,-1.3000000000000114,-0.0500000000000007,221.76341781542902,765.6249999999999
553.0,-1.4999999999999432,-0.0500000000000007,191.39504609693856,765.625
554.0,-1.5,-0.0462121212121218,191.39504609693213,765.625
555.0,-1.7857142857143344,-0.041666666666666,167.92125541926092,765.625
556.0,-2.0,-0.041666666666666,157.57399410414874,765.625
557.0,-2.0,-0.0416666666666678,157.57399410414874,765.625
558.0,-2.0,-0.041666666666666,157.57399410414874,765.625
559.0,-1.7857142857143344,-0.04621212121212,167.92125541926092,765.625
560.0,-1.5,-0.0499999999999989,191.39504609693213,765.625
561.0,-1.5,-0.0500000000000007,191.39504609693213,765.625
562.0,-2.5,-0.0500000000000007,144.0117871995262,765.625
563.0,-3.0,-0.0500000000000007,137.14054321716557,765.625
564.0,-3.0,-0.0499999999999989,137.14054321716557,765.625
565.0,-3.0,-0.0499999999999989,137.14054321716557,765.625
566.0,-3.0,-0.0500000000000007,137.14054321716557,765.625
567.0,-3.0000000000001137,-0.0500000000000007,137.1405432171644,765.625
568.0,-2.499999999999858,-0.0500000000000007,144.01178719952884,765.6249999999999
569.0,-1.0,-0.0499999999999989,333.58414813620846,765.625
570.0,-1.6666666666666288,-0.0499999999999989,175.89639409307966,765.6249999999999
571.0,-2.0,-0.0500000000000007,157.57399410414874,765.625
572.0,-2.0,-0.0500000000000007,157.57399410414874,765.625
573.0,-2.0,-0.0500000000000007,157.57399410414874,765.625
574.0,-1.6999999999999318,-0.0499999999999989,173.45460335613228,765.625
575.0,-2.6428571428573377,-0.0499999999999989,141.60837840025684,765.6249999999999
576.0,-3.0,-0.0500000000000007,137.14054321716557,765.625
577.0,-3.0,-0.0544871794871788,137.14054321716557,765.625
578.0,-2.9999999999998863,-0.05833333333333,137.14054321716674,765.625
579.0,-3.0,-0.0583333333333335,137.14054321716557,765.625
580.0,-3.0,-0.05833333333333,137.14054321716557,765.625
581.0,-2.5,-0.0583333333333371,144.0117871995262,765.625
582.0,-1.5,-0.0583333333333335,191.39504609693213,765.625
583.0,-1.5,-0.0583333333333335,191.39504609693213,765.625
584.0,-1.5000000000000568,-0.0544871794871824,191.3950460969257,765.625
585.0,-1.5,-0.0499999999999989,191.39504609693213,765.625
586.0,-1.5,-0.0500000000000007,191.39504609693213,765.625
587.0,-1.3000000000000966,-0.0500000000000007,221.76341781541174,765.6249999999999
588.0,-1.0,-0.0500000000000007,333.58414813620846,765.625
589.0,-1.0,-0.0499999999999989,333.58414813620846,765.625
590.0,-1.0,-0.0499999999999989,333.58414813620846,765.625
591.0,-1.2999999999999543,-0.0500000000000007,221.76341781544056,765.625
592.0,-1.5000000000000568,-0.0500000000000007,191.3950460969257,765.625
593.0,-1.5000000000000568,-0.0500000000000007,191.3950460969257,765.625
594.0,-1.3000000000000966,-0.0499999999999989,221.76341781541174,765.6249999999999
595.0,-1.0,-0.0499999999999989,333.58414813620846,765.625
596.0,-1.0,-0.0544871794871753,333.58414813620846,765.625
597.0,-1.0,-0.0583333333333335,333.58414813620846,765.625
598.0,-1.0,-0.0583333333333335,333.58414813620846,765.625
599.0,-1.0,-0.05833333333333,333.58414813620846,765.625
600.0,-1.6666666666666288,-0.0583333333333371,175.89639409307966,765.6249999999999
601.0,-2.0,-0.0583333333333335,157.57399410414874,765.625
602.0,-2.0,-0.0583333333333335,157.57399410414874,765.625
603.0,-2.0,-0.05833333333333,157.57399410414874,765.625
